population_id,gene_id,portfolio_size,portfolio_site_ids,at_least_one_intact_fraction,all_targets_intact_fraction,n_haplotypes_total,n_haplotypes_callable_atleast1,n_haplotypes_callable_all,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
GAgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE04,1,0.550724637681159,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE04,1,0.727272727272727,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE04,1,0.75,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE04,1,0.5375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE04,1,0.683035714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,0.993333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,0.981481481481481,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,0.972727272727273,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE03;AGAP007999__SITE05,1,0.991071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.525641025641026,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.706666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.532608695652174,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.587542087542088,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.732394366197183,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.291666666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.550724637681159,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.709090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.708333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.5375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP007999,3,AGAP007999__SITE02;AGAP007999__SITE04;AGAP007999__SITE05,1,0.683035714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.525641025641026,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.706666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.532608695652174,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.589225589225589,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.732394366197183,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.291666666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.550724637681159,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.709090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.708333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.5375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP007999,3,AGAP007999__SITE03;AGAP007999__SITE04;AGAP007999__SITE05,1,0.683035714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,0.966666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,0.994565217391304,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,0.991582491582492,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE02,1,0.995535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,0.966666666666667,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,0.994565217391304,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,0.994949494949495,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,0.9875,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE03,0.995535714285714,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,0.966666666666667,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,0.994565217391304,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,0.994949494949495,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,0.9875,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE04,0.995535714285714,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,0.953333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,0.989130434782609,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,0.956228956228956,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,0.975,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE01;AGAP005917__SITE05,1,0.991071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,0.996632996632997,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE03,1,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,0.996632996632997,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE04,1,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,0.986666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,0.994565217391304,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,0.957912457912458,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE02;AGAP005917__SITE05,1,0.995535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0.02,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0.0108695652173913,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0.00505050505050505,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0.112676056338028,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0.109090909090909,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE04,0,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,0.993333333333333,0.0133333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,0.994565217391304,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,0.961279461279461,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,0.9875,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE03;AGAP005917__SITE05,0.995535714285714,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,0.993333333333333,0.0133333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,0.994565217391304,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,0.961279461279461,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,0.9875,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,2,AGAP005917__SITE04;AGAP005917__SITE05,0.995535714285714,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE03,1,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0.109090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE04,1,0,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,0.953333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,0.989130434782609,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,0.952861952861953,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,0.975,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE02;AGAP005917__SITE05,1,0.991071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE03;AGAP005917__SITE04,1,0,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE03;AGAP005917__SITE04,0.966666666666667,0.02,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE03;AGAP005917__SITE04,0.994565217391304,0.0108695652173913,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE03;AGAP005917__SITE04,0.994949494949495,0.00505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE03;AGAP005917__SITE04,1,0.112676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP005917,3,AGAP005917__SITE01;AGAP005917__SITE03;AGAP005917__SITE04,1,0,48,48,48,24,TRUE,TRUE,FALSE
