contig,population_id,population_site_id,n_haplotypes_total,n_haplotypes_called_23bp,callable_fraction_23bp,target_23bp_exact_match_fraction,pam_intact_fraction,protospacer_exact_match_fraction,max_target_variant_alt_af,mean_target_heterozygosity_proxy,n_variable_positions,n_variant_positions_in_panel,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
2R,UGgam,AGAP004036__SITE02,224,224,1,0.285714285714286,1,0.285714285714286,0.714285714285714,0.0177462289263532,3,3,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004036__SITE03,156,156,1,1,1,1,0,0,6,6,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004036__SITE03,150,150,1,1,1,1,0,0,6,6,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004036__SITE03,184,184,1,0.967391304347826,1,0.967391304347826,0.0326086956521739,0.0027430755321772,6,6,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004036__SITE03,594,594,1,0.988215488215488,1,0.988215488215488,0.00841750841750842,0.00101759309781561,6,6,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004036__SITE03,142,142,1,0.992957746478873,0.992957746478873,1,0.00704225352112676,0.000608057407519212,6,6,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004036__SITE03,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004036__SITE03,138,138,1,1,1,1,0,0,6,6,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004036__SITE03,110,110,1,0.990909090909091,0.990909090909091,1,0.00909090909090909,0.000783327344592167,6,6,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004036__SITE03,24,24,1,0.875,1,0.875,0.125,0.00951086956521739,6,6,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004036__SITE03,80,80,1,0.9375,1,0.9375,0.0625,0.00509510869565217,6,6,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004036__SITE03,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,6,6,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004036__SITE04,156,156,1,1,1,1,0,0,7,7,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004036__SITE04,150,150,1,1,1,1,0,0,7,7,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004036__SITE04,184,184,1,0.967391304347826,1,0.967391304347826,0.0326086956521739,0.0027430755321772,7,7,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004036__SITE04,594,594,1,0.988215488215488,1,0.988215488215488,0.00841750841750842,0.00101759309781561,7,7,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004036__SITE04,142,142,1,0.992957746478873,0.992957746478873,1,0.00704225352112676,0.000608057407519212,7,7,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004036__SITE04,48,48,1,1,1,1,0,0,7,7,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004036__SITE04,138,138,1,1,1,1,0,0,7,7,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004036__SITE04,110,110,1,0.981818181818182,0.990909090909091,0.990909090909091,0.00909090909090909,0.00156665468918433,7,7,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004036__SITE04,24,24,1,0.875,1,0.875,0.125,0.00951086956521739,7,7,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004036__SITE04,80,80,1,0.9375,1,0.9375,0.0625,0.00509510869565217,7,7,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004036__SITE04,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,7,7,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004036__SITE05,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004036__SITE05,150,150,1,1,1,1,0,0,4,4,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004036__SITE05,184,184,1,0.891304347826087,1,0.891304347826087,0.108695652173913,0.00842442672803485,4,4,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004036__SITE05,594,594,1,0.801346801346801,1,0.801346801346801,0.106060606060606,0.0157545789224899,4,4,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004036__SITE05,142,142,1,1,1,1,0,0,4,4,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004036__SITE05,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004036__SITE05,138,138,1,0.905797101449275,1,0.905797101449275,0.0942028985507246,0.00741988803959709,4,4,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004036__SITE05,110,110,1,1,1,1,0,0,4,4,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004036__SITE05,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004036__SITE05,80,80,1,0.8875,1,0.8875,0.1125,0.00868206521739131,4,4,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004036__SITE05,224,224,1,0.946428571428571,1,0.946428571428571,0.03125,0.00454400510204082,4,4,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004825__SITE01,156,156,1,1,1,1,0,0,0,0,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004825__SITE01,150,150,1,1,1,1,0,0,0,0,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004825__SITE01,184,184,1,1,1,1,0,0,0,0,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004825__SITE01,594,594,1,1,1,1,0,0,0,0,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004825__SITE01,142,142,1,1,1,1,0,0,0,0,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004825__SITE01,48,48,1,1,1,1,0,0,0,0,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004825__SITE01,138,138,1,1,1,1,0,0,0,0,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004825__SITE01,110,110,1,1,1,1,0,0,0,0,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004825__SITE01,24,24,1,1,1,1,0,0,0,0,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004825__SITE01,80,80,1,1,1,1,0,0,0,0,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004825__SITE01,224,224,1,1,1,1,0,0,0,0,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004825__SITE02,156,156,1,1,1,1,0,0,6,6,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004825__SITE02,150,150,1,0.94,0.973333333333333,0.966666666666667,0.02,0.00512850241545894,6,6,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004825__SITE02,184,184,1,0.918478260869565,0.96195652173913,0.956521739130435,0.0380434782608696,0.00683457302539657,6,6,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004825__SITE02,594,594,1,0.883838383838384,0.942760942760943,0.941077441077441,0.0572390572390572,0.00962955076554842,6,6,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004825__SITE02,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,6,6,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004825__SITE02,48,48,1,0.395833333333333,1,0.395833333333333,0.5625,0.0248716787439614,6,6,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004825__SITE02,138,138,1,0.550724637681159,0.869565217391304,0.681159420289855,0.318840579710145,0.0287480708291097,6,6,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004825__SITE02,110,110,1,1,1,1,0,0,6,6,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004825__SITE02,24,24,1,0.958333333333333,0.958333333333333,1,0.0416666666666667,0.00347222222222222,6,6,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004825__SITE02,80,80,1,0.925,0.9375,0.9875,0.0625,0.00616847826086957,6,6,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004825__SITE02,224,224,1,0.982142857142857,1,0.982142857142857,0.0178571428571429,0.00152506654835847,6,6,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004825__SITE03,156,156,1,1,1,1,0,0,6,6,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004825__SITE03,150,150,1,0.853333333333333,0.993333333333333,0.86,0.106666666666667,0.011663768115942,6,6,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004825__SITE03,184,184,1,0.929347826086957,1,0.929347826086957,0.0597826086956522,0.00582261444891921,6,6,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004825__SITE03,594,594,1,0.695286195286195,1,0.695286195286195,0.276094276094276,0.0198242119629911,6,6,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004825__SITE03,142,142,1,0.943661971830986,0.992957746478873,0.950704225352113,0.0352112676056338,0.00476958505472517,6,6,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004825__SITE03,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004825__SITE03,138,138,1,0.782608695652174,1,0.782608695652174,0.217391304347826,0.0147941152297197,6,6,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004825__SITE03,110,110,1,0.954545454545455,1,0.954545454545455,0.0454545454545455,0.00377290693496227,6,6,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004825__SITE03,24,24,1,1,1,1,0,0,6,6,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004825__SITE03,80,80,1,0.9625,1,0.9625,0.0375,0.00313858695652174,6,6,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004825__SITE03,224,224,1,0.883928571428571,0.986607142857143,0.897321428571429,0.09375,0.00930637200532387,6,6,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004825__SITE04,156,156,1,1,1,1,0,0,9,9,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004825__SITE04,150,150,1,0.986666666666667,0.986666666666667,1,0.0133333333333333,0.00114396135265701,9,9,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004825__SITE04,184,184,1,0.956521739130435,1,0.956521739130435,0.0326086956521739,0.00367798142516643,9,9,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004825__SITE04,594,594,1,0.97979797979798,0.993265993265993,0.986531986531987,0.00673400673400673,0.00232796909710978,9,9,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004825__SITE04,142,142,1,0.985915492957746,1,0.985915492957746,0.0140845070422535,0.00120748988727219,9,9,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004825__SITE04,48,48,1,1,1,1,0,0,9,9,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004825__SITE04,138,138,1,1,1,1,0,0,9,9,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004825__SITE04,110,110,1,1,1,1,0,0,9,9,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004825__SITE04,24,24,1,1,1,1,0,0,9,9,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004825__SITE04,80,80,1,0.875,1,0.875,0.125,0.00951086956521739,9,9,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004825__SITE04,224,224,1,0.991071428571429,1,0.991071428571429,0.00892857142857143,0.00153893078970719,9,9,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004825__SITE05,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004825__SITE05,150,150,1,0.98,0.986666666666667,0.993333333333333,0.0133333333333333,0.00171980676328502,4,4,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004825__SITE05,184,184,1,1,1,1,0,0,4,4,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004825__SITE05,594,594,1,1,1,1,0,0,4,4,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004825__SITE05,142,142,1,1,1,1,0,0,4,4,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004825__SITE05,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004825__SITE05,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004825__SITE05,110,110,1,0.972727272727273,1,0.972727272727273,0.0272727272727273,0.00230686309737693,4,4,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004825__SITE05,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004825__SITE05,80,80,1,0.975,1,0.975,0.025,0.0021195652173913,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004825__SITE05,224,224,1,1,1,1,0,0,4,4,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP003595__SITE01,156,156,1,1,1,1,0,0,7,7,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP003595__SITE01,150,150,1,0.966666666666667,0.993333333333333,0.973333333333333,0.02,0.00285603864734299,7,7,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP003595__SITE01,184,184,1,0.994565217391304,0.994565217391304,1,0.00543478260869565,0.000470021369277554,7,7,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP003595__SITE01,594,594,1,0.978114478114478,0.996632996632997,0.981481481481481,0.0185185185185185,0.00187228257788937,7,7,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP003595__SITE01,142,142,1,0.971830985915493,1,0.971830985915493,0.0211267605633803,0.00240635484677816,7,7,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP003595__SITE01,48,48,1,1,1,1,0,0,7,7,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP003595__SITE01,138,138,1,1,1,1,0,0,7,7,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP003595__SITE01,110,110,1,1,1,1,0,0,7,7,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP003595__SITE01,24,24,1,0.958333333333333,0.958333333333333,1,0.0416666666666667,0.00347222222222222,7,7,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP003595__SITE01,80,80,1,0.975,0.975,1,0.0125,0.00214673913043478,7,7,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP003595__SITE01,224,224,1,0.991071428571429,0.995535714285714,0.995535714285714,0.00446428571428571,0.000772931455190772,7,7,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP003595__SITE02,156,156,1,0.608974358974359,1,0.608974358974359,0.391025641025641,0.0207064860074894,7,7,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP003595__SITE02,150,150,1,0.933333333333333,0.993333333333333,0.933333333333333,0.04,0.0061951690821256,7,7,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP003595__SITE02,184,184,1,1,1,1,0,0,7,7,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP003595__SITE02,594,594,1,0.973063973063973,0.996632996632997,0.976430976430976,0.0235690235690236,0.00387345863850036,7,7,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP003595__SITE02,142,142,1,0.922535211267606,1,0.922535211267606,0.0492957746478873,0.00648163321632181,7,7,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP003595__SITE02,48,48,1,1,1,1,0,0,7,7,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP003595__SITE02,138,138,1,0.956521739130435,1,0.956521739130435,0.0434782608695652,0.00361633927837594,7,7,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP003595__SITE02,110,110,1,0.918181818181818,1,0.918181818181818,0.0818181818181818,0.00653251886453468,7,7,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP003595__SITE02,24,24,1,0.958333333333333,0.958333333333333,1,0.0416666666666667,0.00347222222222222,7,7,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP003595__SITE02,80,80,1,0.9875,0.9875,1,0.0125,0.00107336956521739,7,7,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP003595__SITE02,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,7,7,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP003595__SITE03,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP003595__SITE03,150,150,1,0.953333333333333,1,0.953333333333333,0.0266666666666667,0.00396135265700483,4,4,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP003595__SITE03,184,184,1,0.967391304347826,1,0.967391304347826,0.016304347826087,0.00278930714227008,4,4,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP003595__SITE03,594,594,1,0.97979797979798,1,0.97979797979798,0.0168350168350168,0.00173106658247926,4,4,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP003595__SITE03,142,142,1,0.901408450704225,1,0.901408450704225,0.0985915492957746,0.00772793527854204,4,4,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP003595__SITE03,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP003595__SITE03,138,138,1,0.949275362318841,1,0.949275362318841,0.0507246376811594,0.00418709989680648,4,4,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP003595__SITE03,110,110,1,0.9,1,0.9,0.1,0.00782608695652174,4,4,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP003595__SITE03,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP003595__SITE03,80,80,1,0.9375,1,0.9375,0.0375,0.00525815217391304,4,4,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP003595__SITE03,224,224,1,0.90625,1,0.90625,0.0892857142857143,0.00745722881543922,4,4,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP003595__SITE04,156,156,1,0.993589743589744,0.993589743589744,1,0.00641025641025641,0.000553840436783581,7,7,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP003595__SITE04,150,150,1,1,1,1,0,0,7,7,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP003595__SITE04,184,184,1,0.983695652173913,1,0.983695652173913,0.0108695652173913,0.00140492726226679,7,7,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP003595__SITE04,594,594,1,0.991582491582492,1,0.991582491582492,0.00336700336700337,0.000729739201412456,7,7,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP003595__SITE04,142,142,1,1,1,1,0,0,7,7,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP003595__SITE04,48,48,1,0.979166666666667,0.979166666666667,1,0.0208333333333333,0.00177385265700483,7,7,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP003595__SITE04,138,138,1,1,1,1,0,0,7,7,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP003595__SITE04,110,110,1,1,1,1,0,0,7,7,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP003595__SITE04,24,24,1,1,1,1,0,0,7,7,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP003595__SITE04,80,80,1,1,1,1,0,0,7,7,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP003595__SITE04,224,224,1,0.986607142857143,1,0.986607142857143,0.0133928571428571,0.00114899900177462,7,7,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP003595__SITE05,156,156,1,1,1,1,0,0,6,6,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP003595__SITE05,150,150,1,0.946666666666667,0.973333333333333,0.973333333333333,0.02,0.00457584541062802,6,6,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP003595__SITE05,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,6,6,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP003595__SITE05,594,594,1,1,1,1,0,0,6,6,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP003595__SITE05,142,142,1,0.97887323943662,0.992957746478873,0.985915492957746,0.0140845070422535,0.00181554729479141,6,6,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP003595__SITE05,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP003595__SITE05,138,138,1,1,1,1,0,0,6,6,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP003595__SITE05,110,110,1,0.990909090909091,1,0.990909090909091,0.00909090909090909,0.000783327344592167,6,6,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP003595__SITE05,24,24,1,1,1,1,0,0,6,6,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP003595__SITE05,80,80,1,1,1,1,0,0,6,6,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP003595__SITE05,224,224,1,1,1,1,0,0,6,6,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP007413__SITE01,156,156,1,0.82051282051282,1,0.82051282051282,0.17948717948718,0.0128062201640797,4,4,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP007413__SITE01,150,150,1,0.913333333333333,1,0.913333333333333,0.0866666666666667,0.00688309178743961,4,4,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP007413__SITE01,184,184,1,0.972826086956522,1,0.972826086956522,0.0271739130434783,0.00229873839072902,4,4,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP007413__SITE01,594,594,1,0.930976430976431,0.998316498316498,0.932659932659933,0.0673400673400673,0.00560748262402486,4,4,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP007413__SITE01,142,142,1,0.936619718309859,1,0.936619718309859,0.0633802816901408,0.00516201926808863,4,4,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP007413__SITE01,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP007413__SITE01,138,138,1,0.782608695652174,1,0.782608695652174,0.217391304347826,0.0147941152297197,4,4,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP007413__SITE01,110,110,1,0.9,1,0.9,0.1,0.00782608695652174,4,4,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP007413__SITE01,24,24,1,0.916666666666667,1,0.916666666666667,0.0833333333333333,0.00664251207729469,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP007413__SITE01,80,80,1,0.9375,1,0.9375,0.0625,0.00509510869565217,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP007413__SITE01,224,224,1,0.950892857142857,1,0.950892857142857,0.0446428571428571,0.00409515028837622,4,4,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP007413__SITE02,156,156,1,0.891025641025641,0.948717948717949,0.942307692307692,0.0576923076923077,0.00895792241946088,11,11,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP007413__SITE02,150,150,1,0.906666666666667,1,0.906666666666667,0.0666666666666667,0.00771400966183575,11,11,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP007413__SITE02,184,184,1,0.967391304347826,0.994565217391304,0.972826086956522,0.016304347826087,0.00279958083340182,11,11,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP007413__SITE02,594,594,1,0.966329966329966,0.994949494949495,0.971380471380471,0.0185185185185185,0.0028938188797653,11,11,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP007413__SITE02,142,142,1,0.894366197183099,1,0.894366197183099,0.0563380281690141,0.00869823965224291,11,11,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP007413__SITE02,48,48,1,1,1,1,0,0,11,11,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP007413__SITE02,138,138,1,1,1,1,0,0,11,11,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP007413__SITE02,110,110,1,0.945454545454546,1,0.945454545454546,0.0454545454545455,0.00455623427955444,11,11,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP007413__SITE02,24,24,1,1,1,1,0,0,11,11,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP007413__SITE02,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,11,11,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP007413__SITE02,224,224,1,0.986607142857143,1,0.986607142857143,0.00892857142857143,0.00115593112244898,11,11,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP007413__SITE03,156,156,1,1,1,1,0,0,8,8,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP007413__SITE03,150,150,1,0.986666666666667,1,0.986666666666667,0.00666666666666667,0.00115169082125604,8,8,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP007413__SITE03,184,184,1,0.983695652173913,1,0.983695652173913,0.016304347826087,0.00139465357113504,8,8,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP007413__SITE03,594,594,1,0.98989898989899,0.998316498316498,0.991582491582492,0.00336700336700337,0.000876377102405502,8,8,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP007413__SITE03,142,142,1,0.992957746478873,0.992957746478873,1,0.00704225352112676,0.000608057407519212,8,8,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP007413__SITE03,48,48,1,1,1,1,0,0,8,8,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP007413__SITE03,138,138,1,1,1,1,0,0,8,8,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP007413__SITE03,110,110,1,0.981818181818182,0.981818181818182,1,0.0181818181818182,0.00155228171038448,8,8,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP007413__SITE03,24,24,1,1,1,1,0,0,8,8,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP007413__SITE03,80,80,1,1,1,1,0,0,8,8,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP007413__SITE03,224,224,1,0.991071428571429,1,0.991071428571429,0.00446428571428571,0.000772931455190772,8,8,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP007413__SITE04,156,156,1,0.92948717948718,1,0.92948717948718,0.0705128205128205,0.00569919675270846,5,5,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP007413__SITE04,150,150,1,1,1,1,0,0,5,5,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP007413__SITE04,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,5,5,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP007413__SITE04,594,594,1,0.993265993265993,0.998316498316498,0.994949494949495,0.00336700336700337,0.000584087101434488,5,5,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP007413__SITE04,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,5,5,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP007413__SITE04,48,48,1,1,1,1,0,0,5,5,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP007413__SITE04,138,138,1,1,1,1,0,0,5,5,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP007413__SITE04,110,110,1,1,1,1,0,0,5,5,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP007413__SITE04,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,5,5,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP007413__SITE04,80,80,1,1,1,1,0,0,5,5,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP007413__SITE04,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,5,5,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP007413__SITE05,156,156,1,0.166666666666667,0.166666666666667,0.92948717948718,0.833333333333333,0.0177764914386988,5,5,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP007413__SITE05,150,150,1,0.546666666666667,0.546666666666667,1,0.453333333333333,0.0215497584541063,5,5,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP007413__SITE05,184,184,1,0.684782608695652,0.684782608695652,0.994565217391304,0.315217391304348,0.0192400550669845,5,5,92,TRUE,TRUE,TRUE
